customer_id,city,age,gender,tenure_months,plan_type,contract,monthly_charges,total_charges,support_calls,payment_method,has_broadband,has_streaming,churned
C15150,Kochi,44,F,46,Standard,Two year,1075.0,49121.0,0,UPI,True,False,No
C13951,Bengaluru,73,M,39,Basic,Month-to-month,574.0,,1,Card,False,True,No
C13174,Chennai,19,F,34,Standard,One year,699.0,23605.0,1,Card,False,False,No
C16689,Bengaluru,36,M,0.8y,Standard,Month-to-month,₹746,6644.0,0,UPI,False,False,No
C10739,Kochi,70,F,21,Standard,Month-to-month,1118.0,23373.0,2,Cash,True,True,No
C15869,Pune,48,M,15,Basic,Month-to-month,709.0,10210.0,1,Bank transfer,True,False,Yes
C10584,Pune,52,M,12,Basic,Two year,761.0,8956.0,0,Card,True,False,No
C11153,Pune,55,F,71,Standard,One year,1041.0,71764.0,2,UPI,True,False,No
C14161,Chennai,66,M,5,Basic,Month-to-month,533.0,2568.0,2,Card,False,True,No
C12051,Bengaluru,66,F,34,Basic,Month-to-month,363.0,11884.0,4,UPI,False,False,Yes
C15415,Hyderabad,61,M,14,Basic,Month-to-month,534.0,7186.0,3,Bank transfer,False,True,No
C10966,Hyderabad,72,F,31,Premium,Month-to-month,"₹1,196",36770.0,3,UPI,False,False,No
C12661,Bengaluru,40,M,10,Standard,Month-to-month,998.0,9808.0,1,UPI,True,False,No
C12774,Pune,19,F,5.9y,Basic,One year,431.0,29250.0,2,Card,False,False,No
C11237,CHENNAI,60,F,69,Basic,One year,687.0,47241.0,1,Bank transfer,True,False,No
C12058,Hyderabad,34,F,59,Basic,One year,389.0,22174.0,2,UPI,False,False,No
C14659,Bengaluru,57,F,71,Standard,Two year,1153.0,80154.0,1,Card,True,True,0
C15660,Hyderabad,21,F,33,Standard,Month-to-month,987.0,30970.0,1,UPI,True,False,No
C13031,Bengaluru,28,M,33,Basic,Two year,₹351,11008.0,2,Card,False,False,No
C14000,Chennai,22,F,36,Basic,Month-to-month,550.0,18843.0,0,Card,False,True,No
C16316,Bengaluru,26,M,31,Standard,Two year,954.0,29313.0,1,Bank transfer,False,True,No
C13597,Chennai,24,M,19,Standard,Two year,598.0,11016.0,2,UPI,False,False,0
C16090,Chennai,22,M,6,Premium,One year,1523.0,9053.0,1,Bank transfer,True,False,No
C12327,Bengaluru,54,M,5.8y,Basic,Two year,772.0,51106.0,0,Bank transfer,True,True,No
C14114,Hyderabad,47,F,12,Standard,Month-to-month,₹711,8219.0,1,Card,False,False,Yes
C13077,Bengaluru,68,M,1.2y,Standard,Month-to-month,1011.0,13684.0,0,UPI,True,False,No
C11879,Chennai,20,F,12,Standard,Month-to-month,1209.0,14037.0,1,Card,True,True,Yes
C15551,Hyderabad,26,F,50,Basic,One year,648.0,31421.0,1,Card,True,False,No
C13569,Hyderabad,30,F,8,Basic,Month-to-month,677.0,5221.0,1,Bank transfer,True,False,Yes
C12689,Kochi,27,M,36,Standard,Month-to-month,994.0,34642.0,2,Bank transfer,True,False,no
C12137,Chennai,26,M,31,Premium,Month-to-month,1605.0,47408.0,1,Card,True,True,No
C11460,Hyderabad,27,F,50,Standard,One year,837.0,,1,Card,False,True,No
C11716,Bengaluru,34,M,4,Standard,Month-to-month,922.0,3662.0,2,UPI,True,False,Yes
C14416,Chennai,64,F,15,Basic,Month-to-month,438.0,6545.0,2,UPI,False,False,Yes
C12733,Chennai,41,M,18,Basic,Month-to-month,359.0,6155.0,2,Bank transfer,False,False,Yes
C13784,Chennai,37,M,9,Basic,Month-to-month,663.0,5876.0,1,UPI,True,False,no
C14014,Chennai,21,M,10,Standard,Two year,689.0,6586.0,2,UPI,False,False,No
C12444,Chennai,35,F,57,Standard,One year,752.0,42256.0,0,UPI,False,False,No
C10844,Bengaluru,47,M,14,Standard,Month-to-month,959.0,12798.0,0,UPI,True,False,No
C11751,Kochi,47,F,0.8y,Basic,Month-to-month,392.0,3794.0,0,Card,False,False,Yes
C14361,Kochi,49,F,36,Standard,Month-to-month,₹852,29988.0,0,Card,False,True,No
C16899,Bengaluru,28,F,57,Standard,One year,1169.0,66064.0,2,Cash,True,True,No
C12786,Pune,60,M,20,Standard,One year,694.0,13422.0,1,UPI,False,False,No
C13812,Hyderabad,74,F,36,Basic,Month-to-month,744.0,26364.0,0,Bank transfer,True,False,No
C10460,Chennai,39,F,20,Basic,One year,673.0,13453.0,4,Card,True,False,No
C15919,Bengaluru,21,F,38,Standard,Month-to-month,1040.0,39241.0,1,Card,True,False,No
C13267,Chennai,23,M,53,Standard,One year,1039.0,53823.0,0,UPI,True,True,No
C15783,Hyderabad,73,M,2,Basic,Month-to-month,469.0,,1,Bank transfer,False,True,No
C10740,Pune,26,F,12,Standard,Month-to-month,₹952,11351.0,1,Card,True,False,Yes
C10604,Bengaluru,29,M,34,Standard,Month-to-month,1004.0,33137.0,3,Card,True,False,Yes
C13847,Pune,56,M,49,Basic,One year,494.0,23546.0,1,UPI,False,True,No
C12917,Kochi,29,M,28,Standard,Month-to-month,1193.0,33350.0,1,UPI,True,True,No
C16106,Chennai,49,M,1,Basic,Month-to-month,547.0,525.0,2,UPI,False,True,yes
C11667,Bengaluru,65,M,25,Basic,Month-to-month,753.0,18708.0,1,Cash,True,False,Yes
C16999,Hyderabad,58,M,66,Basic,Two year,446.0,29149.0,2,UPI,False,False,No
C12209,Hyderabad,25,M,17,Premium,Month-to-month,1571.0,26660.0,0,Card,True,False,No
C11896,Hyderabad,34,M,28,Basic,Month-to-month,542.0,14928.0,2,Card,False,True,No
C12967,Bengaluru,51,M,30,Premium,Month-to-month,1549.0,45093.0,1,Bank transfer,True,False,0
C16732,Kochi,18,M,20,Standard,Month-to-month,696.0,13760.0,1,UPI,False,False,Yes
C15200,Chennai,47,M,30,Basic,Month-to-month,693.0,20335.0,3,UPI,True,False,Yes
C14312,Hyderabad,49,F,33,Premium,One year,1542.0,49957.0,0,UPI,True,True,No
C12143,Hyderabad,23,F,36,Standard,Month-to-month,1019.0,36112.0,1,Bank transfer,True,False,No
C13321,Kochi,46,M,12,Premium,Month-to-month,1481.0,17535.0,3,UPI,True,False,Yes
C10273,Hyderabad,70,M,22,Basic,Month-to-month,430.0,9406.0,2,Card,False,False,Yes
C16159,Bengaluru,59,F,56,Basic,Two year,400.0,22056.0,2,UPI,False,False,No
C16204,Chennai,52,M,47,Standard,One year,₹747,33788.0,1,Bank transfer,False,False,No
C12349,Hyderabad,52,M,37,Basic,One year,943.0,34492.0,3,Cash,True,True,No
C15297,Hyderabad,54,F,19,Premium,Month-to-month,1335.0,24220.0,0,Bank transfer,False,True,No
C12784,Bengaluru,74,F,62,Standard,One year,998.0,59119.0,0,UPI,True,False,No
C11263,Bengaluru,35,M,8,Basic,One year,757.0,,2,UPI,True,False,Yes
C16345,Pune,58,M,53,Premium,One year,1576.0,80462.0,0,Card,True,True,No
C12510,Chennai,63,M,9,Standard,Month-to-month,1178.0,10272.0,0,Bank transfer,True,True,No
C14945,Hyderabad,58,M,30,Basic,Month-to-month,499.0,14522.0,0,Cash,False,True,No
C12765,Hyderabad,73,F,2,Standard,Month-to-month,1012.0,1937.0,3,Card,True,False,No
C10194,Hyderabad,35,M,45,Standard,Two year,1204.0,51526.0,0,Card,True,True,No
C16058,Bengaluru,53,M,23,Standard,Month-to-month,1040.0,23808.0,1,Card,True,False,Yes
C12274,Hyderabad,29,F,68,Basic,One year,436.0,28275.0,0,Card,False,False,No
C11565,Chennai,26,M,40,Basic,Two year,569.0,22705.0,1,Bank transfer,False,True,No
C15562,Hyderabad,22,F,1.7y,Standard,Month-to-month,973.0,18892.0,3,UPI,True,False,Yes
C12741,Bengaluru,45,F,48,Basic,One year,843.0,39486.0,1,Cash,True,True,0
C14272,Hyderabad,54,F,34,Basic,One year,390.0,13207.0,1,Bank transfer,False,False,No
C10207,Hyderabad,36,M,30,Basic,Two year,716.0,21061.0,0,UPI,True,False,No
C14189,Hyderabad,58,M,33,Basic,Month-to-month,361.0,11629.0,0,UPI,False,False,No
C15783,Hyderabad,73,M,2,Basic,Month-to-month,469.0,,1,Bank transfer,False,True,No
C14196,Bengaluru,48,F,12,Standard,Two year,967.0,11288.0,3,UPI,True,False,No
C16760,Bengaluru,57,M,39,Basic,Month-to-month,826.0,31600.0,1,UPI,True,True,Yes
C14745,Hyderabad,45,M,24,Standard,Month-to-month,"₹1,000",23645.0,2,UPI,True,False,No
C10577,HYDERABAD,60,F,19,Standard,Month-to-month,707.0,13258.0,1,UPI,False,False,No
C13842,Chennai,68,F,55,Standard,One year,973.0,51931.0,0,Card,True,False,Yes
C12577,Hyderabad,45,M,37,Premium,Month-to-month,1363.0,50292.0,2,Card,False,True,No
C16775,Chennai,59,M,61,Standard,Two year,1015.0,61635.0,3,Cash,True,False,No
C12592,Chennai,53,M,1,Premium,Month-to-month,"₹1,212",1181.0,0,Cash,False,False,No
C16385,Kochi,28,M,36,Standard,Month-to-month,1028.0,36575.0,2,Bank transfer,True,False,No
C11116,Hyderabad,25,F,6,Premium,Month-to-month,1341.0,8036.0,1,Card,False,True,Yes
C11300,Hyderabad,57,F,12,Premium,Month-to-month,1236.0,14743.0,0,Card,False,False,No
C15605,Pune,73,F,12,Standard,Month-to-month,637.0,7312.0,0,Bank transfer,False,False,Yes
C12006,Bengaluru,27,F,33,Premium,Month-to-month,"₹1,454",47418.0,2,UPI,True,False,No
C11540,Hyderabad,71,F,33,Basic,Two year,503.0,16288.0,0,Card,False,True,no
C10889,Hyderabad,37,F,2.5y,Standard,Two year,781.0,23245.0,1,UPI,False,False,No
C11394,Chennai,53,F,6,Standard,Month-to-month,973.0,5633.0,1,Cash,True,False,No
C13040,Bengaluru,59,F,9,Basic,Month-to-month,804.0,6964.0,4,Card,True,True,Yes
C13146,Pune,23,M,15,Basic,Two year,880.0,13151.0,0,Cash,True,True,No
C16688,Bengaluru,48,F,18,Premium,Month-to-month,1621.0,28277.0,0,UPI,True,True,no
C14513,Pune,43,F,7,Premium,Month-to-month,1593.0,11121.0,1,Card,True,True,no
C13220,Bengaluru,34,M,59,Standard,Two year,913.0,51885.0,0,UPI,True,False,No
C14666,Hyderabad,73,M,0.5y,Basic,Month-to-month,370.0,2194.0,1,Bank transfer,False,False,Yes
C10680,Chennai,26,M,24,Basic,Month-to-month,670.0,15703.0,0,Bank transfer,True,False,No
C14150,Bengaluru,32,M,26,Basic,Month-to-month,737.0,19014.0,3,Bank transfer,True,False,Yes
C11291,Chennai,69,F,10,Basic,Month-to-month,389.0,3854.0,2,Bank transfer,False,False,Yes
C14256,Bengaluru,33,F,20,Premium,Month-to-month,1433.0,28635.0,2,Cash,True,False,Yes
C16725,Chennai,24,F,9,Standard,Month-to-month,1011.0,8809.0,1,Cash,True,False,No
C12389,Chennai,39,F,5,Premium,Month-to-month,1502.0,7225.0,1,UPI,True,False,No
C13621,Hyderabad,28,F,18,Basic,Month-to-month,692.0,12263.0,2,UPI,True,False,No
C12688,Hyderabad,58,M,11,Standard,Month-to-month,962.0,10492.0,1,UPI,True,False,No
C11746,Bengaluru,58,F,32,Basic,Month-to-month,522.0,15984.0,1,Bank transfer,False,True,No
C10814,Hyderabad,59,F,16,Basic,Month-to-month,740.0,11346.0,1,UPI,True,False,Yes
C15270,Chennai,26,F,69,Standard,One year,897.0,,3,Card,False,True,No
C13415,Pune,69,M,41,Standard,One year,835.0,32572.0,1,UPI,False,True,No
C11804,Kochi,55,M,49,Basic,Two year,746.0,35531.0,3,UPI,True,False,no
C12555,Bengaluru,68,M,35,Premium,One year,1497.0,52385.0,3,Card,True,False,No
C12813,Kochi,72,F,33,Basic,One year,523.0,16409.0,2,Bank transfer,False,True,No
C15161,Bengaluru,67,F,30,Basic,Month-to-month,845.0,24274.0,0,UPI,True,True,No
C16565,Chennai,65,M,13,Basic,Month-to-month,668.0,8285.0,1,UPI,True,False,0
C16304,Chennai,36,F,1.3y,Standard,Month-to-month,702.0,10818.0,3,UPI,False,False,No
C13709,Pune,23,M,27,Standard,One year,990.0,25669.0,2,UPI,True,False,No
C11946,Kochi,36,M,29,Basic,Month-to-month,375.0,10803.0,2,UPI,False,False,No
C16828,Bengaluru,32,M,38,Basic,One year,512.0,19393.0,0,Card,False,False,No
C13488,Hyderabad,45,F,19,Premium,Month-to-month,1576.0,29393.0,2,Card,True,False,No
C13843,Kochi,67,F,12,Premium,Month-to-month,1625.0,18694.0,3,Bank transfer,True,True,No
C10379,Hyderabad,25,F,23,Premium,Month-to-month,1180.0,25990.0,2,Card,False,False,Yes
C13423,Hyderabad,33,M,18,Standard,Month-to-month,1145.0,20295.0,0,Bank transfer,True,True,Yes
C16968,Pune,33,M,39,Standard,One year,691.0,25924.0,1,Card,False,False,No
C13305,Bengaluru,52,M,29,Standard,Month-to-month,₹757,21866.0,4,Bank transfer,False,False,Yes
C13192,Pune,67,F,2,Basic,Month-to-month,654.0,1269.0,1,UPI,True,False,Yes
C11974,Hyderabad,29,M,38,Standard,Month-to-month,1206.0,45026.0,2,UPI,True,True,No
C14450,Pune,74,F,2.2y,Basic,Two year,346.0,8986.0,2,UPI,False,False,no
C10037,Hyderabad,69,M,15,Basic,One year,884.0,12732.0,1,Bank transfer,True,True,No
C15638,Chennai,73,F,0.4y,Basic,Month-to-month,445.0,2125.0,0,Bank transfer,False,True,Yes
C13467,Pune,38,F,23,Premium,One year,1559.0,34414.0,1,UPI,True,False,no
C10081,Chennai,65,F,13,Standard,Month-to-month,794.0,10206.0,1,Card,False,True,Yes
C14064,Chennai,55,M,22,Standard,Month-to-month,994.0,21267.0,2,UPI,True,False,Yes
C14690,Hyderabad,38,M,1,Standard,Month-to-month,837.0,810.0,2,Card,False,True,No
C13804,Kochi,40,M,19,Basic,Month-to-month,452.0,8343.0,0,Card,False,False,no
C14143,Kochi,43,F,26,Premium,Month-to-month,1484.0,37383.0,1,Cash,True,False,No
C12714,Chennai,39,F,30,Standard,Month-to-month,966.0,27837.0,2,Card,True,False,No
C10500,Hyderabad,67,M,61,Basic,Two year,653.0,38713.0,0,Cash,True,False,No
C15283,Pune,73,F,27,Standard,Month-to-month,985.0,26081.0,2,Cash,True,False,Yes
C13301,Hyderabad,54,F,13,Standard,Month-to-month,625.0,7745.0,0,Card,False,False,Yes
C13937,Chennai,34,M,6,Basic,Month-to-month,656.0,3884.0,1,Bank transfer,True,False,No
C10497,Pune,46,F,41,Basic,One year,398.0,15541.0,0,UPI,False,False,No
C14172,Kochi,35,F,12,Premium,One year,1477.0,17333.0,3,Cash,True,False,Yes
C11610,Hyderabad,46,M,37,Basic,Month-to-month,416.0,14854.0,3,Card,False,False,No
C14169,Bengaluru,33,M,0.4y,Basic,Month-to-month,₹419,2039.0,0,UPI,False,False,Yes
C13746,Bengaluru,30,M,42,Standard,Two year,1105.0,45416.0,0,UPI,True,True,No
C13134,Hyderabad,48,M,12,Standard,Month-to-month,663.0,7882.0,1,UPI,False,False,No
C14099,Bengaluru,29,F,7,Standard,Month-to-month,659.0,4395.0,1,UPI,False,False,No
C14725,Hyderabad,55,F,2.7y,Standard,Month-to-month,716.0,22205.0,0,Card,False,False,No
C10186,Bengaluru,46,M,7,Standard,Month-to-month,726.0,5054.0,3,Card,False,False,Yes
C10885,Chennai,49,M,34,Standard,One year,1067.0,34701.0,2,Bank transfer,True,False,Yes
C12610,Hyderabad,43,F,34,Standard,Month-to-month,1032.0,34937.0,1,UPI,True,False,Yes
C11374,Kochi,45,M,30,Premium,Month-to-month,1648.0,48202.0,0,Card,True,True,No
C16264,Bengaluru,20,F,33,Standard,One year,948.0,30455.0,0,UPI,True,False,No
C14863,Bengaluru,56,M,61,Standard,Two year,1039.0,61695.0,2,UPI,True,False,No
C14625,Hyderabad,61,M,21,Standard,Month-to-month,886.0,18091.0,0,UPI,True,False,Yes
C15499,Kochi,59,M,25,Basic,Month-to-month,398.0,9523.0,0,Bank transfer,False,False,Yes
C11901,Hyderabad,21,M,5,Standard,Month-to-month,672.0,3199.0,1,Bank transfer,False,False,Yes
C14404,Hyderabad,31,F,38,Premium,Month-to-month,1206.0,45455.0,3,Card,False,False,Yes
C16625,Bengaluru,71,M,17,Premium,One year,1618.0,27366.0,2,Bank transfer,True,True,0
C11253,Bengaluru,62,M,52,Standard,Two year,949.0,49290.0,2,UPI,True,False,No
C15431,Hyderabad,43,F,20,Premium,Month-to-month,1533.0,29624.0,2,Card,True,False,Yes
C12532,Bengaluru,51,F,34,Standard,One year,845.0,27470.0,1,Card,False,True,No
C12382,Bengaluru,38,F,5,Standard,Month-to-month,1039.0,4953.0,0,Bank transfer,True,False,1
C16088,Kochi,25,F,31,Standard,Month-to-month,698.0,21069.0,0,UPI,False,False,1
C15582,Hyderabad,62,M,37,Basic,Month-to-month,709.0,26085.0,0,UPI,True,False,No
C16865,Bengaluru,38,F,22,Standard,Month-to-month,779.0,16593.0,2,Card,False,False,Yes
C11778,Bengaluru,72,F,46,Basic,One year,₹416,,4,Card,False,False,No
C16845,Kochi,59,F,8,Basic,One year,828.0,6410.0,1,Card,True,True,Yes
C14600,Chennai,46,F,17,Standard,One year,1026.0,16773.0,1,Cash,True,False,No
C14849,Chennai,36,F,8,Basic,Month-to-month,676.0,5237.0,1,UPI,True,False,No
C14236,Bengaluru,21,F,37,Basic,Month-to-month,540.0,19832.0,1,Card,False,True,0
C14809,Chennai,20,M,37,Standard,Month-to-month,1172.0,42200.0,0,Cash,True,True,No
C13133,Hyderabad,74,F,20,Basic,Month-to-month,413.0,8059.0,1,UPI,False,False,No
C10793,Bengaluru,30,F,17,Standard,Month-to-month,1017.0,17023.0,1,Bank transfer,True,False,0
C16784,Bengaluru,21,F,30,Standard,Month-to-month,997.0,28601.0,0,Cash,True,False,No
C12484,Chennai,24,M,18,Standard,Month-to-month,1167.0,20029.0,1,Cash,True,True,Yes
C16644,Chennai,71,M,1.0y,Basic,Two year,786.0,9015.0,1,Card,True,True,No
C10020,Hyderabad,18,M,8,Standard,Month-to-month,872.0,6940.0,0,UPI,False,True,No
C14031,Kochi,61,F,6,Standard,Month-to-month,748.0,4352.0,1,Bank transfer,False,False,No
C12246,Bengaluru,39,M,37,Standard,One year,"₹1,140",40443.0,1,UPI,True,True,No
C12553,Bengaluru,59,F,9,Basic,Two year,409.0,3525.0,0,Bank transfer,False,False,No
C12552,Bengaluru,62,M,9,Basic,Month-to-month,647.0,5674.0,0,UPI,True,False,1
C10925,Pune,59,F,31,Standard,Month-to-month,709.0,21970.0,0,Card,False,False,No
C15072,Bengaluru,54,F,16,Basic,Month-to-month,728.0,11637.0,1,Card,True,False,No
C14123,Pune,60,M,7,Standard,One year,1032.0,7100.0,1,UPI,True,False,No
C12525,Pune,18,F,39,Premium,Month-to-month,1210.0,46030.0,0,Card,False,False,Yes
C11527,Hyderabad,34,M,29,Standard,Month-to-month,1136.0,32090.0,1,Card,True,True,No
C15601,Chennai,49,M,33,Standard,One year,731.0,24013.0,2,UPI,False,False,No
C16932,Bengaluru,61,F,63,Standard,Two year,₹898,53918.0,0,Card,False,True,No
C14327,Hyderabad,39,M,16,Standard,Two year,712.0,11275.0,1,UPI,False,False,No
C16356,Hyderabad,71,F,29,Basic,Month-to-month,690.0,19604.0,0,UPI,True,False,No
C15991,Bengaluru,58,F,2,Standard,Month-to-month,1140.0,2221.0,2,Cash,True,True,No
C10955,PUNE,65,F,19,Premium,Month-to-month,"₹1,487",27625.0,0,UPI,True,False,no
C10129,Bengaluru,46,M,30,Basic,Month-to-month,384.0,11460.0,0,Card,False,False,No
C12262,Chennai,39,F,27,Standard,One year,845.0,22203.0,1,UPI,False,True,Yes
C12432,Hyderabad,29,F,30,Premium,One year,1437.0,41083.0,1,Card,True,False,No
C14967,Bengaluru,54,F,20,Premium,One year,1461.0,28429.0,2,Bank transfer,True,False,No
C11350,Bengaluru,19,M,63,Premium,One year,1680.0,104467.0,1,Bank transfer,True,True,0
C11556,Chennai,51,F,2,Standard,Month-to-month,651.0,1260.0,1,UPI,False,False,Yes
