customer_id,city,age,gender,tenure_months,plan_type,contract,monthly_charges,total_charges,support_calls,payment_method,has_broadband,has_streaming,churned
C15380,Bengaluru,26,M,65,Basic,Two year,363.0,22908.0,2,UPI,False,False,False
C15177,Chennai,65,M,65,Standard,One year,1131.0,72823.0,1,Cash,True,True,False
C15294,Hyderabad,72,M,8,Basic,Two year,685.0,5358.0,0,UPI,True,False,False
C16875,Hyderabad,27,M,16,Standard,Month-to-month,1039.0,16212.0,4,Card,True,False,True
C11608,Pune,51,F,18,Basic,Month-to-month,750.0,13457.0,2,Cash,True,False,True
C11139,Kochi,74,M,24,Basic,Month-to-month,701.0,16420.0,2,UPI,True,False,False
C12217,Bengaluru,57,M,25,Standard,Month-to-month,1191.0,29250.0,1,Card,True,True,True
C11797,Bengaluru,67,F,61,Standard,Two year,969.0,58245.0,0,UPI,True,False,False
C12083,Bengaluru,33,M,23,Basic,Two year,687.0,15680.0,0,UPI,True,False,False
C14756,Chennai,65,F,45,Standard,One year,1101.0,49219.0,2,UPI,True,True,False
C11229,Hyderabad,73,M,31,Basic,Month-to-month,730.0,21530.0,1,Card,True,False,False
C10558,Pune,73,M,15,Basic,Month-to-month,392.0,5796.0,2,UPI,False,False,True
C14865,Bengaluru,32,F,37,Premium,One year,1318.0,48606.0,1,UPI,False,True,False
C11703,Chennai,26,M,57,Standard,One year,1141.0,63042.0,1,Card,True,True,False
C10877,Hyderabad,31,M,7,Standard,Month-to-month,1005.0,6939.0,0,UPI,True,False,True
C14926,Chennai,63,M,10,Standard,Month-to-month,641.0,6367.0,0,Card,False,False,False
C10458,Chennai,62,F,34,Premium,Month-to-month,1275.0,43133.0,3,Cash,False,True,False
C12711,Pune,46,F,65,Standard,One year,692.0,44074.0,2,UPI,False,False,False
C15265,Pune,40,F,28,Basic,One year,403.0,11086.0,2,Cash,False,False,False
C13890,Chennai,25,M,14,Basic,Month-to-month,423.0,5911.0,0,Card,False,False,False
C10472,Bengaluru,52,F,24,Premium,One year,1390.0,32740.0,2,UPI,False,True,False
C15416,Kochi,60,F,69,Basic,One year,679.0,44981.0,1,Card,True,False,False
C12448,Kochi,64,M,11,Premium,One year,1607.0,16969.0,2,UPI,True,True,False
C15276,Bengaluru,20,M,2,Basic,Month-to-month,549.0,1078.0,0,Card,False,True,True
C16212,Kochi,37,F,38,Standard,One year,1112.0,42042.0,3,UPI,True,False,False
C11345,Pune,71,F,13,Standard,One year,685.0,8692.0,2,Cash,False,False,False
C14996,Hyderabad,72,M,29,Premium,One year,1191.0,33992.0,2,Card,False,False,False
C11317,Kochi,37,M,3,Premium,Month-to-month,1525.0,4415.0,1,Card,True,False,False
C10145,Bengaluru,74,F,46,Standard,Two year,934.0,42656.0,2,Card,True,False,False
C15801,Kochi,47,F,23,Premium,Month-to-month,1491.0,33835.0,1,UPI,True,False,False
C13540,Hyderabad,59,F,17,Standard,Month-to-month,1154.0,19451.0,0,UPI,True,True,False
C12152,Chennai,39,F,22,Standard,Month-to-month,669.0,14324.0,1,Card,False,False,False
C15226,Hyderabad,31,M,6,Standard,One year,1108.0,6561.0,1,Card,True,True,False
C16574,Bengaluru,22,M,2,Standard,Month-to-month,1080.0,2066.0,1,UPI,True,True,True
C12140,Pune,53,M,14,Standard,Two year,610.0,8360.0,0,Bank transfer,False,False,False
C14893,Chennai,33,F,4,Basic,Month-to-month,708.0,2750.0,1,Card,True,False,False
C11146,Kochi,56,M,13,Standard,Month-to-month,1186.0,15270.0,2,Card,True,True,True
C16897,Bengaluru,47,M,12,Basic,Month-to-month,725.0,8331.0,2,Card,True,False,False
C15335,Chennai,35,F,35,Standard,One year,1031.0,35046.0,1,UPI,True,False,False
C15045,Hyderabad,61,M,32,Basic,Two year,865.0,27020.0,3,Cash,True,True,False
C16563,Kochi,29,M,4,Standard,Month-to-month,734.0,2819.0,2,UPI,False,False,False
C15383,Hyderabad,34,M,18,Basic,Month-to-month,864.0,14914.0,2,Cash,True,True,False
C16796,Pune,72,M,32,Standard,Month-to-month,1053.0,32664.0,0,UPI,True,False,False
C11638,Hyderabad,69,M,14,Standard,Month-to-month,684.0,9927.0,0,UPI,False,False,False
C13119,Chennai,45,M,58,Standard,One year,924.0,51638.0,2,Card,True,False,False
C11209,Bengaluru,70,M,71,Standard,Two year,1248.0,85730.0,2,Card,True,True,False
C15195,Hyderabad,71,M,18,Standard,Month-to-month,982.0,17556.0,0,UPI,True,False,False
C16296,Chennai,35,F,6,Standard,Month-to-month,1069.0,6315.0,2,Cash,True,True,True
C11128,Pune,38,F,38,Basic,Month-to-month,704.0,25520.0,0,UPI,True,False,False
C10642,Pune,69,F,5,Basic,Month-to-month,609.0,2970.0,0,Card,True,False,False
C12531,Hyderabad,59,F,64,Standard,One year,807.0,50466.0,2,Bank transfer,False,True,False
C10811,Bengaluru,55,F,37,Basic,Month-to-month,314.0,11542.0,1,UPI,False,False,False
C15876,Pune,30,F,37,Standard,Month-to-month,1105.0,40363.0,3,Bank transfer,True,True,True
C13696,Bengaluru,39,F,33,Basic,Month-to-month,572.0,18623.0,1,Card,False,True,True
C11406,Hyderabad,44,F,20,Premium,Two year,1481.0,29468.0,1,UPI,True,False,False
C10288,Hyderabad,30,F,14,Premium,Month-to-month,1696.0,23316.0,0,Card,True,True,True
C15150,Kochi,44,F,46,Standard,Two year,1075.0,49121.0,0,UPI,True,False,False
C13951,Bengaluru,73,M,39,Basic,Month-to-month,574.0,22386.0,1,Card,False,True,False
C13174,Chennai,19,F,34,Standard,One year,699.0,23605.0,1,Card,False,False,False
C16689,Bengaluru,36,M,10,Standard,Month-to-month,746.0,6644.0,0,UPI,False,False,False
C10739,Kochi,70,F,21,Standard,Month-to-month,1118.0,23373.0,2,Cash,True,True,False
C15869,Pune,48,M,15,Basic,Month-to-month,709.0,10210.0,1,Bank transfer,True,False,True
C10584,Pune,52,M,12,Basic,Two year,761.0,8956.0,0,Card,True,False,False
C11153,Pune,55,F,71,Standard,One year,1041.0,71764.0,2,UPI,True,False,False
C14161,Chennai,66,M,5,Basic,Month-to-month,533.0,2568.0,2,Card,False,True,False
C12051,Bengaluru,66,F,34,Basic,Month-to-month,363.0,11884.0,4,UPI,False,False,True
C15415,Hyderabad,61,M,14,Basic,Month-to-month,534.0,7186.0,3,Bank transfer,False,True,False
C10966,Hyderabad,72,F,31,Premium,Month-to-month,1196.0,36770.0,3,UPI,False,False,False
C12661,Bengaluru,40,M,10,Standard,Month-to-month,998.0,9808.0,1,UPI,True,False,False
C12774,Pune,19,F,71,Basic,One year,431.0,29250.0,2,Card,False,False,False
C11237,Chennai,60,F,69,Basic,One year,687.0,47241.0,1,Bank transfer,True,False,False
C12058,Hyderabad,34,F,59,Basic,One year,389.0,22174.0,2,UPI,False,False,False
C14659,Bengaluru,57,F,71,Standard,Two year,1153.0,80154.0,1,Card,True,True,False
C15660,Hyderabad,21,F,33,Standard,Month-to-month,987.0,30970.0,1,UPI,True,False,False
C13031,Bengaluru,28,M,33,Basic,Two year,351.0,11008.0,2,Card,False,False,False
C14000,Chennai,22,F,36,Basic,Month-to-month,550.0,18843.0,0,Card,False,True,False
C16316,Bengaluru,26,M,31,Standard,Two year,954.0,29313.0,1,Bank transfer,False,True,False
C13597,Chennai,24,M,19,Standard,Two year,598.0,11016.0,2,UPI,False,False,False
C16090,Chennai,22,M,6,Premium,One year,1523.0,9053.0,1,Bank transfer,True,False,False
C12327,Bengaluru,54,M,70,Basic,Two year,772.0,51106.0,0,Bank transfer,True,True,False
C14114,Hyderabad,47,F,12,Standard,Month-to-month,711.0,8219.0,1,Card,False,False,True
C13077,Bengaluru,68,M,14,Standard,Month-to-month,1011.0,13684.0,0,UPI,True,False,False
C11879,Chennai,20,F,12,Standard,Month-to-month,1209.0,14037.0,1,Card,True,True,True
C15551,Hyderabad,26,F,50,Basic,One year,648.0,31421.0,1,Card,True,False,False
C13569,Hyderabad,30,F,8,Basic,Month-to-month,677.0,5221.0,1,Bank transfer,True,False,True
C12689,Kochi,27,M,36,Standard,Month-to-month,994.0,34642.0,2,Bank transfer,True,False,False
C12137,Chennai,26,M,31,Premium,Month-to-month,1605.0,47408.0,1,Card,True,True,False
C11460,Hyderabad,27,F,50,Standard,One year,837.0,41850.0,1,Card,False,True,False
C11716,Bengaluru,34,M,4,Standard,Month-to-month,922.0,3662.0,2,UPI,True,False,True
C14416,Chennai,64,F,15,Basic,Month-to-month,438.0,6545.0,2,UPI,False,False,True
C12733,Chennai,41,M,18,Basic,Month-to-month,359.0,6155.0,2,Bank transfer,False,False,True
C13784,Chennai,37,M,9,Basic,Month-to-month,663.0,5876.0,1,UPI,True,False,False
C14014,Chennai,21,M,10,Standard,Two year,689.0,6586.0,2,UPI,False,False,False
C12444,Chennai,35,F,57,Standard,One year,752.0,42256.0,0,UPI,False,False,False
C10844,Bengaluru,47,M,14,Standard,Month-to-month,959.0,12798.0,0,UPI,True,False,False
C11751,Kochi,47,F,10,Basic,Month-to-month,392.0,3794.0,0,Card,False,False,True
C14361,Kochi,49,F,36,Standard,Month-to-month,852.0,29988.0,0,Card,False,True,False
C16899,Bengaluru,28,F,57,Standard,One year,1169.0,66064.0,2,Cash,True,True,False
C12786,Pune,60,M,20,Standard,One year,694.0,13422.0,1,UPI,False,False,False
C13812,Hyderabad,74,F,36,Basic,Month-to-month,744.0,26364.0,0,Bank transfer,True,False,False
C10460,Chennai,39,F,20,Basic,One year,673.0,13453.0,4,Card,True,False,False
C15919,Bengaluru,21,F,38,Standard,Month-to-month,1040.0,39241.0,1,Card,True,False,False
C13267,Chennai,23,M,53,Standard,One year,1039.0,53823.0,0,UPI,True,True,False
C15783,Hyderabad,73,M,2,Basic,Month-to-month,469.0,938.0,1,Bank transfer,False,True,False
C10740,Pune,26,F,12,Standard,Month-to-month,952.0,11351.0,1,Card,True,False,True
C10604,Bengaluru,29,M,34,Standard,Month-to-month,1004.0,33137.0,3,Card,True,False,True
C13847,Pune,56,M,49,Basic,One year,494.0,23546.0,1,UPI,False,True,False
C12917,Kochi,29,M,28,Standard,Month-to-month,1193.0,33350.0,1,UPI,True,True,False
C16106,Chennai,49,M,1,Basic,Month-to-month,547.0,525.0,2,UPI,False,True,True
C11667,Bengaluru,65,M,25,Basic,Month-to-month,753.0,18708.0,1,Cash,True,False,True
C16999,Hyderabad,58,M,66,Basic,Two year,446.0,29149.0,2,UPI,False,False,False
C12209,Hyderabad,25,M,17,Premium,Month-to-month,1571.0,26660.0,0,Card,True,False,False
C11896,Hyderabad,34,M,28,Basic,Month-to-month,542.0,14928.0,2,Card,False,True,False
C12967,Bengaluru,51,M,30,Premium,Month-to-month,1549.0,45093.0,1,Bank transfer,True,False,False
C16732,Kochi,18,M,20,Standard,Month-to-month,696.0,13760.0,1,UPI,False,False,True
C15200,Chennai,47,M,30,Basic,Month-to-month,693.0,20335.0,3,UPI,True,False,True
C14312,Hyderabad,49,F,33,Premium,One year,1542.0,49957.0,0,UPI,True,True,False
C12143,Hyderabad,23,F,36,Standard,Month-to-month,1019.0,36112.0,1,Bank transfer,True,False,False
C13321,Kochi,46,M,12,Premium,Month-to-month,1481.0,17535.0,3,UPI,True,False,True
C10273,Hyderabad,70,M,22,Basic,Month-to-month,430.0,9406.0,2,Card,False,False,True
C16159,Bengaluru,59,F,56,Basic,Two year,400.0,22056.0,2,UPI,False,False,False
C16204,Chennai,52,M,47,Standard,One year,747.0,33788.0,1,Bank transfer,False,False,False
C12349,Hyderabad,52,M,37,Basic,One year,943.0,34492.0,3,Cash,True,True,False
C15297,Hyderabad,54,F,19,Premium,Month-to-month,1335.0,24220.0,0,Bank transfer,False,True,False
C12784,Bengaluru,74,F,62,Standard,One year,998.0,59119.0,0,UPI,True,False,False
C11263,Bengaluru,35,M,8,Basic,One year,757.0,6056.0,2,UPI,True,False,True
C16345,Pune,58,M,53,Premium,One year,1576.0,80462.0,0,Card,True,True,False
C12510,Chennai,63,M,9,Standard,Month-to-month,1178.0,10272.0,0,Bank transfer,True,True,False
C12765,Hyderabad,73,F,2,Standard,Month-to-month,1012.0,1937.0,3,Card,True,False,False
C10194,Hyderabad,35,M,45,Standard,Two year,1204.0,51526.0,0,Card,True,True,False
C16058,Bengaluru,53,M,23,Standard,Month-to-month,1040.0,23808.0,1,Card,True,False,True
C12274,Hyderabad,29,F,68,Basic,One year,436.0,28275.0,0,Card,False,False,False
C11565,Chennai,26,M,40,Basic,Two year,569.0,22705.0,1,Bank transfer,False,True,False
C15562,Hyderabad,22,F,20,Standard,Month-to-month,973.0,18892.0,3,UPI,True,False,True
C12741,Bengaluru,45,F,48,Basic,One year,843.0,39486.0,1,Cash,True,True,False
C14272,Hyderabad,54,F,34,Basic,One year,390.0,13207.0,1,Bank transfer,False,False,False
C10207,Hyderabad,36,M,30,Basic,Two year,716.0,21061.0,0,UPI,True,False,False
C14189,Hyderabad,58,M,33,Basic,Month-to-month,361.0,11629.0,0,UPI,False,False,False
C14196,Bengaluru,48,F,12,Standard,Two year,967.0,11288.0,3,UPI,True,False,False
C16760,Bengaluru,57,M,39,Basic,Month-to-month,826.0,31600.0,1,UPI,True,True,True
C14745,Hyderabad,45,M,24,Standard,Month-to-month,1000.0,23645.0,2,UPI,True,False,False
C10577,Hyderabad,60,F,19,Standard,Month-to-month,707.0,13258.0,1,UPI,False,False,False
C13842,Chennai,68,F,55,Standard,One year,973.0,51931.0,0,Card,True,False,True
C12577,Hyderabad,45,M,37,Premium,Month-to-month,1363.0,50292.0,2,Card,False,True,False
C16775,Chennai,59,M,61,Standard,Two year,1015.0,61635.0,3,Cash,True,False,False
C12592,Chennai,53,M,1,Premium,Month-to-month,1212.0,1181.0,0,Cash,False,False,False
C16385,Kochi,28,M,36,Standard,Month-to-month,1028.0,36575.0,2,Bank transfer,True,False,False
C11116,Hyderabad,25,F,6,Premium,Month-to-month,1341.0,8036.0,1,Card,False,True,True
C11300,Hyderabad,57,F,12,Premium,Month-to-month,1236.0,14743.0,0,Card,False,False,False
C15605,Pune,73,F,12,Standard,Month-to-month,637.0,7312.0,0,Bank transfer,False,False,True
C12006,Bengaluru,27,F,33,Premium,Month-to-month,1454.0,47418.0,2,UPI,True,False,False
C11540,Hyderabad,71,F,33,Basic,Two year,503.0,16288.0,0,Card,False,True,False
C10889,Hyderabad,37,F,30,Standard,Two year,781.0,23245.0,1,UPI,False,False,False
C11394,Chennai,53,F,6,Standard,Month-to-month,973.0,5633.0,1,Cash,True,False,False
C13040,Bengaluru,59,F,9,Basic,Month-to-month,804.0,6964.0,4,Card,True,True,True
C13146,Pune,23,M,15,Basic,Two year,880.0,13151.0,0,Cash,True,True,False
C16688,Bengaluru,48,F,18,Premium,Month-to-month,1621.0,28277.0,0,UPI,True,True,False
C14513,Pune,43,F,7,Premium,Month-to-month,1593.0,11121.0,1,Card,True,True,False
C13220,Bengaluru,34,M,59,Standard,Two year,913.0,51885.0,0,UPI,True,False,False
C14666,Hyderabad,73,M,6,Basic,Month-to-month,370.0,2194.0,1,Bank transfer,False,False,True
C10680,Chennai,26,M,24,Basic,Month-to-month,670.0,15703.0,0,Bank transfer,True,False,False
C14150,Bengaluru,32,M,26,Basic,Month-to-month,737.0,19014.0,3,Bank transfer,True,False,True
C11291,Chennai,69,F,10,Basic,Month-to-month,389.0,3854.0,2,Bank transfer,False,False,True
C14256,Bengaluru,33,F,20,Premium,Month-to-month,1433.0,28635.0,2,Cash,True,False,True
C16725,Chennai,24,F,9,Standard,Month-to-month,1011.0,8809.0,1,Cash,True,False,False
C12389,Chennai,39,F,5,Premium,Month-to-month,1502.0,7225.0,1,UPI,True,False,False
C13621,Hyderabad,28,F,18,Basic,Month-to-month,692.0,12263.0,2,UPI,True,False,False
C12688,Hyderabad,58,M,11,Standard,Month-to-month,962.0,10492.0,1,UPI,True,False,False
C11746,Bengaluru,58,F,32,Basic,Month-to-month,522.0,15984.0,1,Bank transfer,False,True,False
C10814,Hyderabad,59,F,16,Basic,Month-to-month,740.0,11346.0,1,UPI,True,False,True
C15270,Chennai,26,F,69,Standard,One year,897.0,61893.0,3,Card,False,True,False
C13415,Pune,69,M,41,Standard,One year,835.0,32572.0,1,UPI,False,True,False
C11804,Kochi,55,M,49,Basic,Two year,746.0,35531.0,3,UPI,True,False,False
C12555,Bengaluru,68,M,35,Premium,One year,1497.0,52385.0,3,Card,True,False,False
C12813,Kochi,72,F,33,Basic,One year,523.0,16409.0,2,Bank transfer,False,True,False
C15161,Bengaluru,67,F,30,Basic,Month-to-month,845.0,24274.0,0,UPI,True,True,False
C16565,Chennai,65,M,13,Basic,Month-to-month,668.0,8285.0,1,UPI,True,False,False
C16304,Chennai,36,F,16,Standard,Month-to-month,702.0,10818.0,3,UPI,False,False,False
C13709,Pune,23,M,27,Standard,One year,990.0,25669.0,2,UPI,True,False,False
C11946,Kochi,36,M,29,Basic,Month-to-month,375.0,10803.0,2,UPI,False,False,False
C16828,Bengaluru,32,M,38,Basic,One year,512.0,19393.0,0,Card,False,False,False
C13488,Hyderabad,45,F,19,Premium,Month-to-month,1576.0,29393.0,2,Card,True,False,False
C13843,Kochi,67,F,12,Premium,Month-to-month,1625.0,18694.0,3,Bank transfer,True,True,False
C10379,Hyderabad,25,F,23,Premium,Month-to-month,1180.0,25990.0,2,Card,False,False,True
C13423,Hyderabad,33,M,18,Standard,Month-to-month,1145.0,20295.0,0,Bank transfer,True,True,True
C16968,Pune,33,M,39,Standard,One year,691.0,25924.0,1,Card,False,False,False
C13305,Bengaluru,52,M,29,Standard,Month-to-month,757.0,21866.0,4,Bank transfer,False,False,True
C13192,Pune,67,F,2,Basic,Month-to-month,654.0,1269.0,1,UPI,True,False,True
C11974,Hyderabad,29,M,38,Standard,Month-to-month,1206.0,45026.0,2,UPI,True,True,False
C14450,Pune,74,F,26,Basic,Two year,346.0,8986.0,2,UPI,False,False,False
C10037,Hyderabad,69,M,15,Basic,One year,884.0,12732.0,1,Bank transfer,True,True,False
C15638,Chennai,73,F,5,Basic,Month-to-month,445.0,2125.0,0,Bank transfer,False,True,True
C13467,Pune,38,F,23,Premium,One year,1559.0,34414.0,1,UPI,True,False,False
C10081,Chennai,65,F,13,Standard,Month-to-month,794.0,10206.0,1,Card,False,True,True
C14064,Chennai,55,M,22,Standard,Month-to-month,994.0,21267.0,2,UPI,True,False,True
C14690,Hyderabad,38,M,1,Standard,Month-to-month,837.0,810.0,2,Card,False,True,False
C13804,Kochi,40,M,19,Basic,Month-to-month,452.0,8343.0,0,Card,False,False,False
C14143,Kochi,43,F,26,Premium,Month-to-month,1484.0,37383.0,1,Cash,True,False,False
C12714,Chennai,39,F,30,Standard,Month-to-month,966.0,27837.0,2,Card,True,False,False
C10500,Hyderabad,67,M,61,Basic,Two year,653.0,38713.0,0,Cash,True,False,False
C15283,Pune,73,F,27,Standard,Month-to-month,985.0,26081.0,2,Cash,True,False,True
C13301,Hyderabad,54,F,13,Standard,Month-to-month,625.0,7745.0,0,Card,False,False,True
C13937,Chennai,34,M,6,Basic,Month-to-month,656.0,3884.0,1,Bank transfer,True,False,False
C10497,Pune,46,F,41,Basic,One year,398.0,15541.0,0,UPI,False,False,False
C14172,Kochi,35,F,12,Premium,One year,1477.0,17333.0,3,Cash,True,False,True
C11610,Hyderabad,46,M,37,Basic,Month-to-month,416.0,14854.0,3,Card,False,False,False
C14169,Bengaluru,33,M,5,Basic,Month-to-month,419.0,2039.0,0,UPI,False,False,True
C13746,Bengaluru,30,M,42,Standard,Two year,1105.0,45416.0,0,UPI,True,True,False
C13134,Hyderabad,48,M,12,Standard,Month-to-month,663.0,7882.0,1,UPI,False,False,False
C14099,Bengaluru,29,F,7,Standard,Month-to-month,659.0,4395.0,1,UPI,False,False,False
C14725,Hyderabad,55,F,32,Standard,Month-to-month,716.0,22205.0,0,Card,False,False,False
C10186,Bengaluru,46,M,7,Standard,Month-to-month,726.0,5054.0,3,Card,False,False,True
C10885,Chennai,49,M,34,Standard,One year,1067.0,34701.0,2,Bank transfer,True,False,True
C12610,Hyderabad,43,F,34,Standard,Month-to-month,1032.0,34937.0,1,UPI,True,False,True
C11374,Kochi,45,M,30,Premium,Month-to-month,1648.0,48202.0,0,Card,True,True,False
C16264,Bengaluru,20,F,33,Standard,One year,948.0,30455.0,0,UPI,True,False,False
C14863,Bengaluru,56,M,61,Standard,Two year,1039.0,61695.0,2,UPI,True,False,False
C14625,Hyderabad,61,M,21,Standard,Month-to-month,886.0,18091.0,0,UPI,True,False,True
C15499,Kochi,59,M,25,Basic,Month-to-month,398.0,9523.0,0,Bank transfer,False,False,True
C11901,Hyderabad,21,M,5,Standard,Month-to-month,672.0,3199.0,1,Bank transfer,False,False,True
C14404,Hyderabad,31,F,38,Premium,Month-to-month,1206.0,45455.0,3,Card,False,False,True
C16625,Bengaluru,71,M,17,Premium,One year,1618.0,27366.0,2,Bank transfer,True,True,False
C11253,Bengaluru,62,M,52,Standard,Two year,949.0,49290.0,2,UPI,True,False,False
C15431,Hyderabad,43,F,20,Premium,Month-to-month,1533.0,29624.0,2,Card,True,False,True
C12532,Bengaluru,51,F,34,Standard,One year,845.0,27470.0,1,Card,False,True,False
C12382,Bengaluru,38,F,5,Standard,Month-to-month,1039.0,4953.0,0,Bank transfer,True,False,True
C16088,Kochi,25,F,31,Standard,Month-to-month,698.0,21069.0,0,UPI,False,False,True
C15582,Hyderabad,62,M,37,Basic,Month-to-month,709.0,26085.0,0,UPI,True,False,False
C16865,Bengaluru,38,F,22,Standard,Month-to-month,779.0,16593.0,2,Card,False,False,True
C11778,Bengaluru,72,F,46,Basic,One year,416.0,19136.0,4,Card,False,False,False
C16845,Kochi,59,F,8,Basic,One year,828.0,6410.0,1,Card,True,True,True
C14600,Chennai,46,F,17,Standard,One year,1026.0,16773.0,1,Cash,True,False,False
C14849,Chennai,36,F,8,Basic,Month-to-month,676.0,5237.0,1,UPI,True,False,False
C14236,Bengaluru,21,F,37,Basic,Month-to-month,540.0,19832.0,1,Card,False,True,False
C14809,Chennai,20,M,37,Standard,Month-to-month,1172.0,42200.0,0,Cash,True,True,False
C13133,Hyderabad,74,F,20,Basic,Month-to-month,413.0,8059.0,1,UPI,False,False,False
C10793,Bengaluru,30,F,17,Standard,Month-to-month,1017.0,17023.0,1,Bank transfer,True,False,False
C16784,Bengaluru,21,F,30,Standard,Month-to-month,997.0,28601.0,0,Cash,True,False,False
C12484,Chennai,24,M,18,Standard,Month-to-month,1167.0,20029.0,1,Cash,True,True,True
C16644,Chennai,71,M,12,Basic,Two year,786.0,9015.0,1,Card,True,True,False
C10020,Hyderabad,18,M,8,Standard,Month-to-month,872.0,6940.0,0,UPI,False,True,False
C14031,Kochi,61,F,6,Standard,Month-to-month,748.0,4352.0,1,Bank transfer,False,False,False
C12246,Bengaluru,39,M,37,Standard,One year,1140.0,40443.0,1,UPI,True,True,False
C12553,Bengaluru,59,F,9,Basic,Two year,409.0,3525.0,0,Bank transfer,False,False,False
C12552,Bengaluru,62,M,9,Basic,Month-to-month,647.0,5674.0,0,UPI,True,False,True
C10925,Pune,59,F,31,Standard,Month-to-month,709.0,21970.0,0,Card,False,False,False
C15072,Bengaluru,54,F,16,Basic,Month-to-month,728.0,11637.0,1,Card,True,False,False
C14123,Pune,60,M,7,Standard,One year,1032.0,7100.0,1,UPI,True,False,False
C12525,Pune,18,F,39,Premium,Month-to-month,1210.0,46030.0,0,Card,False,False,True
C11527,Hyderabad,34,M,29,Standard,Month-to-month,1136.0,32090.0,1,Card,True,True,False
C15601,Chennai,49,M,33,Standard,One year,731.0,24013.0,2,UPI,False,False,False
C16932,Bengaluru,61,F,63,Standard,Two year,898.0,53918.0,0,Card,False,True,False
C14327,Hyderabad,39,M,16,Standard,Two year,712.0,11275.0,1,UPI,False,False,False
C16356,Hyderabad,71,F,29,Basic,Month-to-month,690.0,19604.0,0,UPI,True,False,False
C15991,Bengaluru,58,F,2,Standard,Month-to-month,1140.0,2221.0,2,Cash,True,True,False
C10955,Pune,65,F,19,Premium,Month-to-month,1487.0,27625.0,0,UPI,True,False,False
C10129,Bengaluru,46,M,30,Basic,Month-to-month,384.0,11460.0,0,Card,False,False,False
C12262,Chennai,39,F,27,Standard,One year,845.0,22203.0,1,UPI,False,True,True
C12432,Hyderabad,29,F,30,Premium,One year,1437.0,41083.0,1,Card,True,False,False
C14967,Bengaluru,54,F,20,Premium,One year,1461.0,28429.0,2,Bank transfer,True,False,False
C11350,Bengaluru,19,M,63,Premium,One year,1680.0,104467.0,1,Bank transfer,True,True,False
C11556,Chennai,51,F,2,Standard,Month-to-month,651.0,1260.0,1,UPI,False,False,True
C15134,Hyderabad,44,F,61,Standard,One year,688.0,39898.0,4,Cash,False,False,False
C16079,Chennai,42,M,21,Premium,Month-to-month,1147.0,24038.0,1,Cash,False,False,False
C14843,Hyderabad,51,F,2,Standard,Month-to-month,872.0,1703.0,0,UPI,False,True,True
C12283,Bengaluru,20,F,36,Standard,Month-to-month,596.0,21337.0,3,Card,False,False,False
C14640,Bengaluru,18,F,15,Standard,Two year,1023.0,14901.0,2,UPI,True,False,False
C12287,Hyderabad,38,M,38,Premium,Two year,1442.0,52995.0,2,Cash,True,False,False
